,id,hash,series_id,tournament_id,event_id,version,minor_version,dataset_id,dataset_version,platform_id,ladder_id,rated,winning_team_id,builtin_map_id,map_size_id,map_name,event_map_id,rms_zr,rms_custom,rms_seed,guard_state,fixed_positions,direct_placement,effect_quantity,played,added,platform_match_id,duration,completed,restored,postgame,type_id,difficulty_id,population_limit,map_reveal_choice_id,cheats,speed_id,lock_teams,mirror,diplomacy_type,team_size,starting_resources_id,starting_age_id,victory_condition_id,team_together,all_technologies,lock_speed,multiqueue,lobby_name,treaty_length,build,map_tiles,has_playback,game_version,save_version,version_id,hc,starting_palisades,starting_town_centers,starting_walls,state_reader_interval,state_reader_runtime,state_reader_version,platform_metadata,water_percent,lobby_private,lobby_opened,server,log_version
110,1992252,eb321728eb3bfd751ebe9e4fa579fdb71584fe4c,199818617,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,,,,0,,120,UltraRandom_v4,,False,True,,False,False,False,False,2020-05-03 11:51:03.543000,2020-05-09 17:15:28.869829,,0 days 00:26:43.665000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e672ef0>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.0757638888888889,,,,4.0
111,1992251,443e9e9ad6080bdb6147ed22ea5ba5c3377f261b,199818617,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,,,,1,16.0,144,Fortress,,False,False,,False,False,False,False,2020-05-03 11:51:03.543000,2020-05-09 17:15:26.266990,,0 days 00:53:00.015000000,True,False,False,1,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e677050>,,VER 9.4,11.76,8,,False,1.0,True,,,,,0.105661651234568,,,,4.0
112,1992248,3183950e1ee8da19fbad48c92f637225558c012d,199818617,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,,,,1,,120,MFO@DoubleArabia,,False,True,,False,False,False,False,2020-05-03 11:51:03.543000,2020-05-09 17:15:22.920793,,0 days 00:39:49.770000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e677120>,,VER 9.4,11.76,8,,False,2.0,False,,,,,0.0109722222222222,,,,4.0
113,1992246,d3271c49e2875dcda54eb1712d0139f27aaccc86,199818617,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,,,,1,9.0,120,Arabia,,False,False,,False,False,False,False,2020-05-03 11:51:03.543000,2020-05-09 17:15:20.531563,,0 days 00:24:12.960000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e6771f0>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.0,,,,4.0
114,1838418,2b24b3d487b26c3c44a0eac86679752e34cb49d3,199818613,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,igz,,,1,16.0,144,Fortress,,False,False,,False,False,False,False,2009-02-28 22:10:18.000000,2020-04-17 23:21:54.113923,,0 days 00:44:39.615000000,True,False,False,1,3,200,0,False,150,True,False,1v1,1v1,,,,,,,,,,,<memory at 0x11e6772c0>,,VER 9.4,11.76,8,,False,1.0,True,,,,,0.117525077160494,,,,4.0
115,1838417,1a0187ebe6dab45fbedfec0c9a35736336411054,199818613,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,igz,,,1,9.0,120,Arabia,,False,False,,False,False,False,False,2009-02-28 21:17:44.000000,2020-04-17 23:21:51.362659,,0 days 00:35:33.765000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e677390>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.0,,,,4.0
116,1838416,282333816b1ba377de8c9fea19374a58e3ee6f35,199818613,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,igz,,,1,9.0,120,Arabia,,False,False,,False,False,False,False,2009-02-28 21:40:12.000000,2020-04-17 23:21:49.246719,,0 days 00:31:49.575000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e677460>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.0,,,,4.0
117,1992245,991e1c8ae20b582dfd517ce4ea8f73ef6e970634,199818609,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,,,,0,,120,MFO@DoubleArabia,,False,True,,False,False,False,False,2020-05-03 11:50:08.904000,2020-05-09 17:15:14.167603,,0 days 00:53:50.010000000,True,False,False,0,3,200,0,False,150,True,False,1v1,1v1,,,,,,,,,,,<memory at 0x11e677530>,,VER 9.4,11.76,8,,False,2.0,False,,,,,0.0104166666666667,,,,4.0
118,1992242,90d978007c5a9b697f9f7539ca865b0da1356a63,199818609,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,,,,0,9.0,120,Arabia,,False,False,,False,False,False,False,2020-05-03 11:50:08.904000,2020-05-09 17:15:11.588605,,0 days 00:34:25.275000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e677600>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.0102083333333333,,,,4.0
119,1992241,9f1bbcc588979513e44ec7ebdef7235d6b711cd7,199818609,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,,,,1,9.0,120,Arabia,,False,False,,False,False,False,False,2020-05-03 11:50:08.904000,2020-05-09 17:15:08.668427,,0 days 01:03:19.080000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e6776d0>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.0101388888888889,,,,4.0
120,1992239,57d5c67ca10ca9c85ecc2587e2d5d31ecf24f34e,199818609,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,,,,1,,120,UltraRandom_v4,,False,True,,False,False,False,False,2020-05-03 11:50:08.904000,2020-05-09 17:15:05.400662,,0 days 01:02:20.400000000,True,False,False,0,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e6777a0>,,VER 9.4,11.76,8,,False,1.0,False,,,,,0.24625,,,,4.0
121,1992237,47907d33d126932ebdb1c30c512e696e4249f064,199818609,3032141acdc35ab4d482ab4a-bcc2_s1,bcc2,,,0,1.0c,,,,0,16.0,144,Fortress,,False,False,,False,False,False,False,2020-05-03 11:50:08.904000,2020-05-09 17:15:02.063503,,0 days 00:30:29.025000000,True,False,False,1,3,200,0,False,150,True,True,1v1,1v1,,,,,,,,,,,<memory at 0x11e677870>,,VER 9.4,11.76,8,,False,1.0,True,,,,,0.115981867283951,,,,4.0
